text,label,in_manual
I will once i get home,ham,True
Not..tel software name..,ham,True
Sorry! U can not unsubscribe yet. THE MOB offer package has a min term of 54 weeks> pls resubmit request after expiry. Reply THEMOB HELP 4 more info,spam,True
How's it going? Got any exciting karaoke type activities planned? I'm debating whether to play football this eve. Feeling lazy though.,ham,True
Mum say we wan to go then go... Then she can shun bian watch da glass exhibition...,ham,True
I can ask around but there's not a lot in terms of mids up here,ham,True
I'll be at mu in like  &lt;#&gt;  seconds,ham,True
How was txting and driving,ham,True
"Haha I heard that, text me when you're around",ham,True
"	Romantic Paris. 2 nights, 2 flights from £79 Book now 4 next year. Call 08704439680Ts&Cs apply.",spam,True
Hahaha..use your brain dear..that will work here�,ham,True
"Sorry, wanted to go somewhere..",ham,True
	Free Msg: Ringtone!From: http://tms. widelive.com/index. wml?id=1b6a5ecef91ff9*37819&first=true18:0430-JUL-05,smishing,True
"Dear, I am waiting for your call�I will be busy later on..",ham,True
"Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth or DVD! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/4QF2",spam,True
Thanx a lot 4 ur help!,ham,True
Ok�say my regards..,ham,True
Ü called dad oredi...,ham,True
Okay name ur price as long as its legal! Wen can I pick them up? Y u ave x ams xx,ham,True
Joy's father is John. Then John is the ____ of Joy's father. If u ans ths you hav  &lt;#&gt;  IQ. Tis s IAS question try to answer.,ham,True
Nutter. Cutter. Ctter. Cttergg. Cttargg. Ctargg. Ctagg. ie you,ham,True
So its to be poking man everyday that they teach you in canada abi! How are you. Just saying hi.,ham,True
"We made it! Eta at taunton is 12:30 as planned, hope that‘s still okday?! Good to see you! :-xx",ham,True
Oh ok..,ham,True
The battery is for mr adewale my uncle. Aka Egbon,ham,True
Discussed with your mother ah?,ham,True
Then u better go sleep.. Dun disturb u liao.. U wake up then msg me lor..,ham,True
That seems unnecessarily hostile,ham,True
From someone not to smoke when every time I've smoked in the last two weeks is because of you calling or texting me that you wanted to smoke,ham,True
http//tms. widelive.com/index. wml?id=820554ad0a1705572711&first=true¡C C Ringtone¡,smishing,True
Would me smoking you out help us work through this difficult time,ham,True
"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. ",smishing,True
Is she replying. Has boye changed his phone number,ham,True
Wishing you and your family HAPPY NEW Year ..,ham,True
Wow v v impressed. Have funs shopping!,ham,True
I'm really sorry i won't b able 2 do this friday.hope u can find an alternative.hope yr term's going ok:-),ham,True
Mm so you asked me not to call radio,ham,True
Remember on that day..,ham,True
And I don't plan on staying the night but I prolly won't be back til late,ham,True
Ok lor thanx... Ü in school?,ham,True
Got c... I lazy to type... I forgot U in lect... I saw a pouch but like not v nice...,ham,True
I dled 3d its very imp,ham,True
K.i will send in  &lt;#&gt;  min:),ham,True
"It'll be tough, but I'll do what I have to",ham,True
Draw va?i dont think so:),ham,True
"We spend our days waiting for the ideal path to appear in front of us.. But what we forget is.. ""paths are made by walking.. not by waiting.."" Goodnight!",ham,True
True lov n care wil nevr go unrecognized. though somone often makes mistakes when valuing it. but they will definitly undrstnd once when they start missing it.,ham,True
Hey hun-onbus goin 2 meet him. He wants 2go out 4a meal but I donyt feel like it cuz have 2 get last bus home!But hes sweet latelyxxx,ham,True
Lol! Nah wasn't too bad thanks. Its good to b home but its been quite a reality check. Hows ur day been? Did u do anything with website?,ham,True
Thanx u darlin!im cool thanx. A few bday drinks 2 nite. 2morrow off! Take care c u soon.xxx,ham,True
"Wait that's still not all that clear, were you not sure about me being sarcastic or that that's why x doesn't want to live with us",ham,True
Still chance there. If you search hard you will get it..let have a try :),ham,True
What's happening with you. Have you gotten a job and have you begun registration for permanent residency,ham,True
+449071512431 URGENT! This is the 2nd attempt to contact U!U have WON £1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. max£7. 50,smishing,True
Wat's da model num of ur phone?,ham,True
Haven't eaten all day. I'm sitting here staring at this juicy pizza and I can't eat it. These meds are ruining my life.,ham,True
"Was a nice day and, impressively, i was sensible, went home early and now feel fine. Or am i just boring?! When's yours, i can't remember.",ham,True
"As usual..iam fine, happy &amp; doing well..:) what about u?",ham,True
As in different styles?,ham,True
Tomorrow i am not going office. . . So i can come wherever say. . . Tell me where and when to come..,ham,True
I donno if they are scorable,ham,True
"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""�Love u dear",ham,True
"Actually, my mobile is full of msg. And i m doing a work online, where i need to send them  &lt;#&gt;  sent msg i wil explain u later.",ham,True
Message from . I am at Truro Hospital on ext. You can phone me here. as I have a phone by my side,ham,True
I thought slide is enough.,ham,True
Ok no problem... Yup i'm going to sch at 4 if i rem correctly...,ham,True
I'm gonna rip out my uterus.,ham,True
"HEY THERE BABE, HOW U DOIN? WOT U UP 2 2NITE LOVE ANNIE X.",ham,True
"Awesome, plan to get here any time after like  &lt;#&gt; , I'll text you details in a wee bit",ham,True
Your daily text from me – a favour this time,ham,True
When you came to hostel.,ham,True
Why didn't u call on your lunch?,ham,True
Is toshiba portege m100 gd?,ham,True
Don't make life too stressfull.. Always find time to Laugh.. It may not add years to your Life! But surely adds more life to ur years!! Gud ni8..swt dreams..,ham,True
"Nothing much, chillin at home. Any super bowl plan?",ham,True
Im at arestaurant eating squid! i will be out about 10:30 wanna dosomething or is that to late?,ham,True
"Fuuuuck I need to stop sleepin, sup",ham,True
"If you can make it any time tonight or whenever you can it's cool, just text me whenever you're around",ham,True
PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203694 Identifier Code: 40533 Expires 31/10/04,smishing,True
Also hi wesley how've you been,ham,True
Check mail.i have mailed varma and kept copy to you regarding membership.take care.insha allah.,ham,True
"Sorry, was in the bathroom, sup",ham,True
Sending you greetings of joy and happiness. Do have a gr8 evening,ham,True
Hey you around? I've got enough for a half + the ten I owe you,ham,True
Will ü b going to esplanade fr home?,ham,True
Uhhhhrmm isnt having tb test bad when youre sick,ham,True
Wat r u doing? Call me,ham,True
I'm coming home 4 dinner.,ham,True
I'm going 4 lunch now wif my family then aft dat i go str 2 orchard lor.,ham,True
"LookAtMe!: Thanks for your purchase of a video clip from LookAtMe!, you've been charged 35p. Think you can do better? Why not send a video in a MMSto 32323.",spam,True
NOT MUCH NO FIGHTS. IT WAS A GOOD NITE!!,ham,True
PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires,smishing,True
You will be receiving this week's Triple Echo ringtone shortly. Enjoy it!,spam,True
Its a big difference.  &lt;#&gt;  versus  &lt;#&gt;  every  &lt;#&gt; hrs,ham,True
"Alright if you're sure, let me know when you're leaving",ham,True
Lol I know! They're so dramatic. Schools already closed for tomorrow. Apparently we can't drive in the inch of snow were supposed to get.,ham,True
Huh but i cant go 2 ur house empty handed right?,ham,True
Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!,ham,True
	U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094594,smishing,True
"Sounds good, keep me posted",ham,True
Thanks for sending this mental ability question..,ham,True
Text her. If she doesnt reply let me know so i can have her log in,ham,True
"It wont b until 2.15 as trying 2 sort house out, is that ok?",ham,True
"Wen u miss someone, the person is definitely special for u..... But if the person is so special, why to miss them, just Keep-in-touch gdeve..",ham,True
Oh... Okie lor...We go on sat...,ham,True
Siva is in hostel aha:-.,ham,True
How. Its a little difficult but its a simple way to enter this place,ham,True
Thanks. It was only from tescos but quite nice. All gone now. Speak soon,ham,True
"Oh k...i'm watching here:), I hv been attentive all times",ham,True
Nah dub but je still buff,ham,True
He telling not to tell any one. If so treat for me hi hi hi,ham,True
"Chinatown got porridge, claypot rice, yam cake, fishhead beehoon... Either we eat cheap den go cafe n tok or go nydc or somethin...",ham,True
INTERFLORA - It's not too late to order Interflora flowers for christmas call 0800 505060 to place your order before Midnight tomorrow.,spam,True
"A cute thought for friendship: ""Its not necessary to share every secret with ur close Frnd, but watever u shared should be true""....",ham,True
"Dont search love, let love find U. Thats why its called falling in love, bcoz U dont force yourself, U just fall and U know there is smeone to hold U... BSLVYL",ham,True
"Win the newest “Harry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!",spam,True
Carry on not disturbing both of you,ham,True
Oh just getting even with u.... u?,ham,True
Nope i'll come online now..,ham,True
Well i will watch shrek in 3D!!B),ham,True
About  &lt;#&gt; bucks. The banks fees are fixed. Better to call the bank and find out.,ham,True
IMPORTANT INFORMATION 4 ORANGE USER 0796XXXXXX. TODAY IS UR LUCKY DAY!2 FIND OUT WHY LOG ONTO http://www.urawinner.com THERE'S A FANTASTIC PRIZEAWAITING YOU!,smishing,True
"no, i *didn't* mean to post it. I wrote it, and like so many other times i've ritten stuff to you, i let it sit there. it WAS what i was feeling at the time. I was angry. Before i left, i hit send, then stop. It wasn't there. I checked on my phone when i got to my car. It wasn't there. You said you didn't sleep, you were bored. So why wouldn't THAT be the time to clean, fold laundry, etc.? At least make the bed?",ham,True
Hey i will be late... i'm at amk. Need to drink tea or coffee,ham,True
Have you heard from this week?,ham,True
"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18",smishing,True
"HOT LIVE FANTASIES call now 08707500020 Just 20p per min NTT Ltd, PO Box 1327 ",spam,True
Yes.i'm in office da:),ham,True
I'm freezing and craving ice. Fml,ham,True
"Yo, any way we could pick something up tonight?",ham,True
Ic. There are a lotta childporn cars then.,ham,True
"	Dear Voucher Holder, To claim this weeks offer, at your PC please go to http://www.wtlp.co.uk/text. Ts&Cs apply.",smishing,True
Where's my boytoy? I miss you ... What happened?,ham,True
My sister got placed in birla soft da:-),ham,True
How are you holding up?,ham,True
"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records.",spam,True
I keep ten rs in my shelf:) buy two egg.,ham,True
Friendly reminder don't forget to confirm your SAM update from the other day!�http://rghst.us/Htcdlas Reply STOP to opt out,smishing,True
" says that he's quitting at least5times a day so i wudn't take much notice of that. Nah, she didn't mind. Are you gonna see him again? Do you want to come to taunton tonight? U can tell me all about !",ham,True
Just hopeing that wasn‘t too pissed up to remember and has gone off to his sisters or something!,ham,True
Ok�that�s fine,ham,True
Ok i am on the way to home hi hi,ham,True
U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Cust care 07821230901,smishing,True
I'd like to tell you my deepest darkest fantasies. Call me 09094646631 just 60p/min. To stop texts call 08712460324 (nat rate),spam,True
We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,smishing,True
I borrow ur bag ok.,ham,True
Water logging in desert. Geoenvironmental implications.,ham,True
K come to nordstrom when you're done,ham,True
Well i know Z will take care of me. So no worries.,ham,True
"Had your mobile 10 mths? Update to the latest Camera/Video phones for FREE. KEEP UR SAME NUMBER, Get extra free mins/texts. Text YES for a call",spam,True
Dear PAYTM customer your Paytm KYC has expired. Contact customer care No-8927307655 immediately. your account will Block within 24 hr. Thank you PAYTM TEAM.,smishing,True
"Your iPhone ID is due to expire today, Please tap https://is.gd/AppVerify to update and prevent loss of services and Apps.",smishing,True
Eh sorry leh... I din c ur msg. Not sad already lar. Me watching tv now. U still in office?,ham,True
Gud ni8 dear..sleep well�,ham,True
"Ill call u 2mrw at ninish, with my address that icky American freek wont stop callin me 2 bad Jen k eh?",ham,True
I cant pick the phone right now. Urgent?,ham,True
Uncle boye. I need movies oh. Guide me. Plus you know torrents are not particularly legal here. And the system is slowing down. What should i do. Have a gr8 day. Plus have you started cos i dont meet you online. How was the honey moon.,ham,True
Wat uniform? In where get?,ham,True
Aww you must be nearly dead!Well Jez isComing over toDo some workAnd that whillTake forever!,ham,True
Aiyah e rain like quite big leh. If drizzling i can at least run home.,ham,True
Yup next stop.,ham,True
Hello! Good week? Fancy a drink or something later?,ham,True
We still on for tonight?,ham,True
"U need my presnts always bcz U cant mis love. ""jeevithathile irulinae neekunna prakasamanu sneham"" prakasam ennal prabha 'That mns prabha is'LOVE' Got it. Dont mis me....",ham,True
"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL",ham,True
Reply with your name and address and YOU WILL RECEIVE BY POST a weeks completely free accommodation at various global locations www.phb1.com ph:08700435505150p,smishing,True
Ha ha cool cool chikku chikku:-):-DB-),ham,True
I will be outside office take all from there,ham,True
Id onluy matters when getting on from offcampus,ham,True
"I can. But it will tell quite long, cos i haven't finish my film yet...",ham,True
So ü'll be submitting da project tmr rite?,ham,True
My slave! I want you to take 2 or 3 pictures of yourself today in bright light on your cell phone! Bright light!,ham,True
Yep then is fine 7.30 or 8.30 for ice age.,ham,True
Check wid corect speling i.e. Sarcasm,ham,True
Here got lots of hair dresser fr china.,ham,True
Todays Voda numbers ending with 7634 are selected to receive a £350 reward. If you have a match please call 08712300220 quoting claim code 7684 standard rates apply.,smishing,True
Lol I would but despite these cramps I like being a girl.,ham,True
"Superb Thought- ""Be grateful that u dont have everything u want. That means u still have an opportunity to be happier tomorrow than u are today."":-)",ham,True
"	Hi babe its Jordan, how r u? Im home from abroad and lonely, text me back if u wanna chat xxSP visionsms.com Text stop to stopCost 150p 08712400603",smishing,True
O i played smash bros  &lt;#&gt;  religiously.,ham,True
"Dear V0DAF0NE Customer,You are a 5,00,000 winner of Guaranteed Caller Prize, this is our Final attempt to contact you! To Claim Call 6299257179 Now! ",smishing,True
That seems unnecessarily affectionate,ham,True
In da car park,ham,True
You are a winner U have been specially selected 2 receive £1000 or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min (18+),smishing,True
Hi baby ive just got back from work and i was wanting to see u allday! I hope i didnt piss u off on the phone today. If u are up give me a call xxx,ham,True
"Congratulations!!! You are Due for a COVID-19 Grant, To Redeem,Contact us Via Email: covid19grant@cokegrant.com",smishing,True
	Enjoy the jamster videosound gold club with your credits for 2 new videosounds+2 logos+musicnews! get more fun from jamster.co.uk! 16+only Help? call: 09701213186,spam,True
Jus telling u dat i'll b leaving 4 shanghai on 21st instead so we'll haf more time 2 meet up cya...,ham,True
"Also sir, i sent you an email about how to log into the usc payment portal. I.ll send you another message that should explain how things are back home. Have a great weekend.",ham,True
PLEASSSSSSSEEEEEE TEL ME V AVENT DONE SPORTSx,ham,True
Would really appreciate if you call me. Just need someone to talk to.,ham,True
BankOfAmerica Alert 137943. Please follow http://bit.do/cgjK-and re-activate,smishing,True
I.ll hand her my phone to chat wit u,ham,True
How come guoyang go n tell her? Then u told her?,ham,True
I'm done. C ü there.,ham,True
I'll text you when I drop x off,ham,True
Bbq this sat at mine from 6ish. Ur welcome 2 come,ham,True
Sorry. You never hear unless you book it. One was kinda a joke--thet were really looking for skinny white girls. The other was one line--you can only do so much on camera with that. Something like that they're casting on the look.,ham,True
"Hiya, sorry didn't hav signal. I haven't seen or heard from and neither has, which is unusual in itself! I'll put on the case and get him to sort it out! Hugs and snogs.",ham,True
I dont have your file in my bag..i 'll tell you if i find it in my room.,ham,True
Don no da:)whats you plan?,ham,True
"Congrats! 1 year special cinema pass for 2 is yours. call 09061209466 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. ",smishing,True
Sure but since my parents will be working on Tuesday I don't really need a cover story,ham,True
Yeh. Indians was nice. Tho it did kane me off a bit he he. We shud go out 4 a drink sometime soon. Mite hav 2 go 2 da works 4 a laugh soon. Love Pete x x,ham,True
Yes. Rent is very expensive so its the way we save.,ham,True
Cheers for the card ... Is it that time of year already?,ham,True
Happy birthday... May u find ur prince charming soon n dun work too hard...,ham,True
Got but got 2 colours lor. One colour is quite light n e other is darker lor. Actually i'm done she's styling my hair now.,ham,True
Are you available for soiree on June 3rd?,ham,True
Are you this much buzy AS YOU SHOW,ham,True
"This is the 2nd time we have tried 2 contact u. U have won the £750 Pound prize. 2 claim is easy, call 087187272008 NOW1! Only 10p per minute. BT-national-rate.",smishing,True
I went to project centre�.I spent 3 hours there,ham,True
Yes. I come to nyc for audiitions and am trying to relocate.,ham,True
Lol no. U can trust me.,ham,True
Hhahhaahahah rofl wtf nig was leonardo in your room or something,ham,True
This message is brought to you by GMW Ltd. and is not connected to the,spam,True
That would be great. We'll be at the Guild. Could meet on Bristol road or somewhere - will get in touch over weekend. Our plans take flight! Have a good week,ham,True
Bognor it is! Should be splendid at this time of year.,ham,True
Hey sathya till now we dint meet not even a single time then how can i saw the situation sathya.,ham,True
"Awesome, be there in a minute",ham,True
Ok Chinese food on its way. When I get fat you're paying for my lipo.,ham,True
Hey come online! Use msn... We are all there,ham,True
Yeah I'll try to scrounge something up,ham,True
We don call like  &lt;#&gt;  times oh. No give us hypertension oh.,ham,True
How are you. Just checking up on you,ham,True
Depends on where u going lor.,ham,True
Double eviction this week - Spiral and Michael and good riddance to them!,ham,True
Hi' Test on  &lt;#&gt; rd ....,ham,True
"Sorry, I'll call you  later. I am in meeting sir.",ham,True
Oh my God. I'm almost home,ham,True
Wow didn't think it was that common. I take it all back ur not a freak! Unless u chop it off:-),ham,True
Be sure to check your yahoo email. We sent photos yesterday,ham,True
"Aight, tomorrow around  &lt;#&gt;  it is",ham,True
God bless.get good sleep my dear...i will pray!,ham,True
"Dear V0DAF0NE Customer,You are a 5,00,000 winner of Guaranteed Caller Prize, this is our Final attempt to contact you! To Claim Call 7044518857 Now! ",smishing,True
oor Step Service for Passport Assistance/PAN Card/Income Tax Return/VAT Return/Service Tax Return Contact M/s ONS 9650669988 Jwala Heri Mkt Paschim Viha,spam,True
"Ya ok, then had dinner?",ham,True
"The word ""Checkmate"" in chess comes from the Persian phrase ""Shah Maat"" which means; ""the king is dead.."" Goodmorning.. Have a good day..:)",ham,True
Yo dude guess who just got arrested the other day,ham,True
Ok lor. I ned 2 go toa payoh 4 a while 2 return smth u wan 2 send me there or wat?,ham,True
Baaaaabe! I misss youuuuu ! Where are you ? I have to go and teach my class at 5 ...,ham,True
Have you started in skye,ham,True
Just sing HU. I think its also important to find someone female that know the place well preferably a citizen that is also smart to help you navigate through. Even things like choosing a phone plan require guidance. When in doubt ask especially girls.,ham,True
Watching tv now.,ham,True
Sorry i'm not free...,ham,True
Let's pool our money together and buy a bunch of lotto tickets. If we win I get &lt;#&gt; % u get &lt;#&gt; %. Deal?,ham,True
He's an adult and would learn from the experience. There's no real danger. I just dont like peeps using drugs they dont need. But no comment,ham,True
Yep. I do like the pink furniture tho.,ham,True
Have your lunch and come quickly and open the door:),ham,True
Que pases un buen tiempo or something like that,ham,True
"I'm going  home soon and i don't want to talk to u anymore tonight, k? I've cried enough today.",ham,True
I have no idea where you are,ham,True
"Give her something to drink, if she takes it and doesn't vomit then you her temp might drop. If she unmits however let me know.",ham,True
Anything lor... U decide...,ham,True
"Playin space poker, u?",ham,True
I HAVE A DATE ON SUNDAY WITH somebody I know!!,ham,True
Oi. Ami parchi na re. Kicchu kaaj korte iccha korche na. Phone ta tul na. Plz. Plz.,ham,True
Hey you still want to go for yogasana? Coz if we end at cine then can go bathe and hav the steam bath,ham,True
K then 2marrow are you coming to class.,ham,True
"Text me when you get off, don't call, my phones having problems",ham,True
Well there's a pattern emerging of my friends telling me to drive up and come smoke with them and then telling me that I'm a weed fiend/make them smoke too much/impede their doing other things so you see how I'm hesitant,ham,True
From here after The performance award is calculated every two month.not for current one month period..,ham,True
would u believe it they didnt know i had thurs pre booked off so they re cancelled me AGAIN! that needs to b sacked,ham,True
"As a valued customer, I am pleased to advise you that following recent lucky draw of your Mobile No. you are awarded with a Rs.5,00,000 Bonus Prize, call 7908807538",smishing,True
Desires- u going to doctor 4 liver. And get a bit stylish. Get ur hair managed. Thats it.,ham,True
"Remember all those whom i hurt during days of satanic imposter in me.need to pay a price,so be it.may destiny keep me going and as u said pray that i get the mind to get over the same.",ham,True
What i mean is do they come chase you out when its over or is it stated you can watch as many movies as you want.,ham,True
"Ola would get back to you maybe not today but I ve told him you can be his direct link in the US in getting cars he bids for online, you arrange shipping and you get a cut. Or U????? For a partnership where U????? Invest money for shipping and he takes care of the rest!U??Wud b self reliant soon dnt worry",ham,True
Ultimately tor motive tui achieve korli.,ham,True
How come i din c ü... Yup i cut my hair...,ham,True
Thats cool. i am a gentleman and will treat you with dignity and respect.,ham,True
Jus finish my lunch on my way home lor... I tot u dun wan 2 stay in sch today...,ham,True
You said to me before i went back to bed that you can't sleep for anything.,ham,True
Ok.ok ok..then..whats ur todays plan..can we be together?,ham,True
Oh is it! Which brand?,ham,True
"Honey, can you pls find out how much they sell Predicte in Nigeria. And how many times can it be used. Its very important to have a reply before monday",ham,True
Is it your yahoo boys that bring in the perf? Or legal.,ham,True
"We're all getting worried over here, derek and taylor have already assumed the worst",ham,True
She just broke down a list of reasons why nobody's in town and I can't tell if she's being sarcastic or just faggy,ham,True
Do you hide anythiing or keeping distance from me,ham,True
Meeting u is my work. . . Tel me when shall i do my work tomorrow,ham,True
Hi dude hw r u da realy mising u today,ham,True
I emailed yifeng my part oredi.. Can ü get it fr him..,ham,True
"Sir, Waiting for your mail.",ham,True
Can come my room but cannot come my house cos my house still messy... Haha...,ham,True
K da:)how many page you want?,ham,True
Should I tell my friend not to come round til like  &lt;#&gt; ish?,ham,True
Thanks for picking up the trash.,ham,True
R u meeting da ge at nite tmr?,ham,True
You also didnt get na hi hi hi hi hi,ham,True
Hi dear we saw dear. We both are happy. Where you my battery is low,ham,True
Yeah that'd pretty much be the best case scenario,ham,True
Hey what are you doing. Y no reply pa..,ham,True
Dear we are going to our rubber place,ham,True
"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?",ham,True
"Probably, want to pick up more?",ham,True
"Mon okie lor... Haha, best is cheap n gd food la, ex oso okie... Depends on whether wana eat western or chinese food... Den which u prefer... ",ham,True
"Hack Chat. Get backdoor entry into 121 chat rooms at a fraction of the cost. Reply NEO69 or call 09050280520, to subscribe 25p pm. DPS, Bcm box 8027 Ldn, wc1n3xx",spam,True
Ok but tell me half an hr b4 u come i need 2 prepare.,ham,True
"Don't Think About ""What u Have Got"" Think About ""How to Use It That You Have Got"" gooD ni8",ham,True
Please reserve ticket on saturday eve from chennai to thirunelvali and again from tirunelvali to chennai on sunday eve...i already see in net..no ticket available..i want to book ticket through tackle ..,ham,True
Ok.ok ..then..what is ur todays plan,ham,True
K k pa Had your lunch aha.,ham,True
how are you? I miss you!,ham,True
yay! finally lol. i missed our cinema trip last week :-(,ham,True
No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,spam,True
DO NOT B LATE LOVE MUM,ham,True
"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/reward. Ts&Cs apply.",smishing,True
"Bears Pic Nick, and Tom, Pete and ... Dick. In fact, all types try gay chat with photo upload call 08718730666 (10p/min). 2 stop texts call 08712460324",spam,True
Your dad is back in ph?,ham,True
She's fine. Sends her greetings,ham,True
And by when you're done I mean now,ham,True
Congratulations ur awarded either a yrs supply of CDs from Virgin Records or a Mystery Gift GUARANTEED Call 09061104283 Ts&Cs www.smsco.net £1.50pm approx 3mins,smishing,True
My phone is ringing�,ham,True
Beerage?,ham,True
I take it the post has come then! You must have 1000s of texts now! Happy reading. My one from wiv hello caroline at the end is my favourite. Bless him,ham,True
I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  2 Lacs.there is no source to arrange this amount.,ham,True
Well boy am I glad G wasted all night at applebees for nothing,ham,True
Msg me when rajini comes.,ham,True
Howz pain.it will come down today.do as i said ystrday.ice and medicine.,ham,True
I hate when she does this. She turns what should be a fun shopping trip into an annoying day of how everything would look in her house.,ham,True
HI DARLIN I FINISH AT 3 DO U 1 2 PICK ME UP OR MEET ME? TEXT BACK ON THIS NUMBER LUV KATE XXX,ham,True
"Sorry, I'll call later in night",ham,True
But we havent got da topic yet rite?,ham,True
How abt making some of the pics bigger?,ham,True
"I can't right this second, gotta hit people up first",ham,True
How much it will cost approx . Per month.,ham,True
"Call 09094100151 to use ur mins! Calls cast 10p/min (mob vary). Service provided by AOM, just GBP5/month. AOM Box61,M60 1ER until u stop. Ages 18+ only!",spam,True
aathi..where are you dear..i AM WAITING FOR u,ham,True
Been running but only managed 5 minutes and then needed oxygen! Might have to resort to the roller option!,ham,True
"Hi. Hope ur day * good! Back from walk, table booked for half eight. Let me know when ur coming over.",ham,True
Are we doing the norm tomorrow? I finish just a 4.15 cos of st tests. Need to sort library stuff out at some point tomo - got letter from today - access til end march so i better get move on!,ham,True
"Hello! Just got here, st andrews-boy its a long way! Its cold. I will keep you posted",ham,True
Ringtone Club: Gr8 new polys direct to your mobile every week !,spam,True
"Nothing really, just making sure everybody's up to speed",ham,True
How would my ip address test that considering my computer isn't a minecraft server,ham,True
Thank u!,ham,True
Oh... Kay... On sat right?,ham,True
Did u fix the teeth?if not do it asap.ok take care.,ham,True
Wishing you a wonderful week.,ham,True
Love that holiday Monday feeling even if I have to go to the dentists in an hour,ham,True
PS U no ur a grown up now right?,ham,True
"Our dating service has been asked 2 contact U by someone shy! CALL 09058091870 NOW all will be revealed. POBox84, M26 3UZ 150p",smishing,True
"Den only weekdays got special price... Haiz... Cant eat liao... Cut nails oso muz wait until i finish drivin wat, lunch still muz eat wat... ",ham,True
Ur HMV Quiz cash-balance is currently £500 - to maximize ur cash-in now send HMV1 to 86688 only 150p/msg,spam,True
"Congrats! 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid your mates, play java games, Dload polyPH music, noline rentl.",smishing,True
what you plan to do on Valentines day on 14 feb,ham,True
No i am not having any movies in my laptop�download�,ham,True
No did you check? I got his detailed message now,ham,True
Only once then after ill obey all yours.,ham,True
Hey what how about your project. Started aha da.,ham,True
Lol boo I was hoping for a laugh,ham,True
Good morning. At the repair shop--the ONLY reason i'm up at this hour.,ham,True
Spending new years with my brother and his family. Lets plan to meet next week. Are you ready to be spoiled? :),ham,True
Update_Now - 12Mths Half Price Orange line rental: 400mins...Call MobileUpd8 on 08000839402 or call2optout=J5Q,smishing,True
Ooooooh I forgot to tell u I can get on yoville on my phone,ham,True
Ok..,ham,True
"URGENT! Your Mobile number has been awarded with a INR.2,00,000 prize GUARANTEED. Call 7044518857 from land line. Claim 3030. Valid 12hrs only",smishing,True
"Good good, billy mates all gone. Just been jogging, again! Did enjoy concert?",ham,True
Happy new year. Hope you are having a good semester,ham,True
YOU ARE CHOSEN TO RECEIVE A £450 AWARD! Pls call claim number 09066364315 to collect your award which you are selected to receive as a valued mobile customer.,smishing,True
Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394514 From Landline DATEBox1282EssexCM61XN 150p/min 18,smishing,True
"How is my boy? No sweet words left for me this morning ... *sighs* ... How goes you day, my love ? Did you start your studying?",ham,True
I'm now but have to wait till 2 for the bus to pick me.,ham,True
We can go 4 e normal pilates after our intro...,ham,True
"You are everywhere dirt, on the floor, the windows, even on my shirt. And sometimes when i open my mouth, you are all that comes flowing out. I dream of my world without you, then half my chores are out too. A time of joy for me, lots of tv shows i.ll see. But i guess like all things you just must exist, like rain, hail and mist, and when my time here is done, you and i become one.",ham,True
